silhouette,cluster
0.21948912063726933,3
0.19181169756526872,5
0.061913686530545776,5
0.05295177179521766,6
0.12543349789946723,6
0.16002011305956684,6
0.13375674249222982,1
0.073774525864059,3
0.13578292879607162,4
0.10389271441281013,7
0.04518322452361501,3
0.09530557214694477,4
0.022982563495265854,6
0.18080720965946379,2
0.04834411635951523,2
0.18277943856509068,6
0.21221415037621522,3
0.20740216747471213,2
0.10914267563038076,1
0.03531844691312447,4
0.28589318466005986,2
0.06493333831986596,4
0.006841886996509991,5
0.21133179093138932,1
0.13493716205016276,3
0.18621101816553084,2
0.09156118238792117,0
0.05634045714890268,6
0.19442355669220338,5
0.045440378009522754,2
0.17318592213652703,3
0.07679923996196797,5
0.09099641536505071,3
0.16229899486416505,4
0.07332782200192021,5
0.07865061757558985,0
0.16011541031561713,7
0.1787678481470423,5
0.19019285872003966,3
0.10295237724169187,2
0.02038983479082181,4
0.18409626140709912,6
0.18650459695616858,4
0.23990592999764354,7
0.1620479524312343,5
0.1349364871989525,4
0.20751422346119253,4
0.25123749589254807,0
0.026348054647274657,1
0.22664639930097372,4
0.14892260320150855,2
0.07369290137086257,7
0.020278745760868293,7
0.1814727024824624,3
0.03152932019422341,4
0.3115559169474555,2
0.26139685650218203,6
0.033941036271301905,7
0.16237091569115336,7
0.1565976960885595,6
0.2665126434275912,2
-0.00016185058819573255,6
0.034789176704733034,1
0.11548871497523881,1
0.19160938465650987,1
0.20892779368623415,4
0.080796517830152,7
0.10555564804964977,4
0.162176615356891,2
-0.020044256722728176,5
-0.009441179314738823,6
0.2755067488843927,3
0.14327637010312055,3
0.021491556751710248,4
0.23552673282135514,2
0.13014322459931205,6
0.08163683248798481,4
0.21511808502645893,6
0.18030959023185786,6
0.3061903636825768,2
0.03715311194704148,4
0.27624522315839134,1
0.1076745140130716,5
0.17134615672889425,4
0.20627139349972218,5
0.1446960363690133,4
0.13498265104858062,1
0.2316844789952717,4
0.27856699665241996,2
0.14082415476590543,5
0.08608191659390747,6
0.04591228801516392,6
0.12969485189389807,5
0.12382995988348555,5
0.21437731814417685,2
-0.0371938154720906,5
0.022660984992938154,4
0.15957420596420008,1
0.2380417540766958,2
0.234500597820408,2
0.029103797382272523,5
0.24017941267570167,4
0.008425397725195877,5
0.23638698952686352,2
0.2221248607124916,7
0.17570471156969203,2
0.218995986378845,1
0.2066187102838285,2
0.1768240966277551,1
0.08963540107572346,7
-0.01428863940661663,6
0.1531588666021587,7
0.1334669591911869,4
0.20275287575217013,3
0.2801537414472233,2
0.18803607464059405,3
0.005981797428482254,6
0.2356442467940332,7
0.0505990264567049,4
0.18899633089726542,6
0.14448372156616965,3
0.16063760506135863,5
0.25429450374754364,4
0.1004386205857903,6
-0.024201148697390585,6
0.22957904468675777,3
-0.011237772873629169,7
-0.007946890896573433,5
0.1477627321881463,3
0.23154509213585506,4
0.11767315805506678,4
0.25599593568492035,2
0.14403617819820203,4
0.03568869039998376,5
0.06476633651824858,3
0.18609508198147603,5
0.2515423864155909,4
0.14449145180434436,0
0.1703246243109939,6
0.22408390043667803,2
0.16781456053207772,5
0.25554285919983005,1
0.16480764704438947,6
0.1829013223763813,3
0.16756555002690676,4
0.13382448107940154,7
0.22006367107758382,5
0.17883264622355532,6
0.10440201280779342,7
0.22385904798444736,2
0.19776244738636276,2
0.016085034226024517,3
0.10522065190888574,4
-0.033505195657200074,5
-0.013616916037103534,5
0.22289475954312518,4
0.18123267882263983,6
0.13935780377566326,4
0.24631193549047078,2
0.1348384828536598,1
0.14109136885609155,2
0.29057961350477374,2
0.18409285432340838,0
0.16615834363590687,4
0.20289570921443484,0
-0.006280216188979445,5
0.18884212091294159,4
0.19980030942376747,2
0.04336947207534148,4
0.2724463759036899,3
0.26557475336718567,4
0.0829530969724251,6
0.17446410749342595,4
0.18764371253642056,7
0.2865030128585904,2
0.037838977814117186,1
0.07951853227285305,6
0.26531051760622004,7
0.09328003313020278,4
0.04248292055525477,6
0.12130516983555055,0
0.17112499865632338,3
0.17258524384967738,5
0.1687208297878,4
0.18580234971774173,0
0.21973580624264702,3
0.07136557204956792,1
0.16975581658969316,5
0.021487105891766015,7
0.1142114770314562,5
0.14615244161641888,4
-0.0014204511913558744,4
0.18426898417196444,2
0.2431449993766624,4
0.22578535732679678,2
0.17432723944187387,7
0.28781935153119703,2
0.17588153285210023,1
0.11632655135144283,2
0.12801589513556907,3
0.1633639232474199,5
0.19049061037744475,5
0.23353227170349844,7
0.14151187454742606,2
0.25084206504687595,5
0.11899568811538196,2
0.20052365767290747,1
0.06886609225351749,7
0.11415077833470823,0
0.15984120904665494,3
0.1184589463819975,0
0.06714327692285348,2
0.20379602575080694,6
0.11024808353576006,6
0.12943252585909915,7
0.04361265111466005,4
0.13295380629390338,3
0.24196647461235019,3
0.1937294409344865,5
0.15572070552662864,2
0.17643911717518848,3
-0.003827064603768319,7
0.0859878944474704,2
0.16062869761065351,1
0.0743025217184165,1
0.07509791798506267,7
0.08115659926154942,7
0.11330520235913132,3
0.12063807236011631,4
0.2181890558497997,2
0.22428473421430245,1
0.2726520633240655,6
0.17276362736433093,4
0.055326086345955615,4
0.03592494773164705,4
0.11591918589026705,5
0.223195406329179,4
0.003755124368687891,7
0.04280410400403351,1
0.17830342987928596,1
0.2176841286446336,2
0.22731526558659582,4
0.23006592163828213,5
0.20633326410137365,0
0.15250318187557077,7
0.10110837046001198,3
0.15482558081510503,6
0.25895553784645436,4
0.1590660879664934,1
0.021490271606079667,3
0.22183023768916324,4
0.01940289515803052,6
0.2524409705568603,2
0.08249436953006818,1
0.054372425410811095,4
0.28212107172291995,2
0.1864998813491763,6
0.06443205200477917,4
0.25139942671093807,2
0.17362854067689792,6
0.06972808192666564,5
0.08894019053525663,3
0.22624473023453212,4
0.19564793653926513,3
0.21496695341464828,4
0.16660758922082083,2
0.1522716364565534,0
0.3132162239479227,2
0.19377447330266412,0
0.1966459047592103,4
0.018518137846758327,7
0.0869857296064093,7
0.21466988883975785,1
-0.001247181388727967,6
0.10772251036906703,2
0.05655939932023816,7
0.1206876671681485,5
0.21559873299385082,2
0.13873183772462466,1
0.23313438044452214,6
0.038757083863898006,1
0.13485129667193005,2
0.2631026267655271,1
0.24462701856549757,3
0.2716663061579357,6
0.25765412881101646,4
0.04121818967533699,5
0.10644039639742976,7
0.10616924692117377,7
0.1492358145093317,2
0.274485170174079,2
0.007955285644929358,7
0.06432211477458755,4
0.033277547240598615,4
0.037927465242267686,5
0.16997616163497747,5
0.30530758899773086,1
0.047933094549727946,2
0.26732755142775133,2
0.15094548029261934,5
0.2639006030269938,3
0.16324272348236693,3
0.033289238624688196,0
0.22198210946220182,3
0.23788508655152302,3
0.026896507276142814,7
0.27448051193433687,2
0.17419562228334529,1
0.11884843040094016,1
0.20051947717438637,6
0.28384869773537924,2
0.15224830328995365,3
0.13828816721467035,2
0.04573411672833263,2
0.08316764282788439,1
0.18699249267406143,4
0.1623440822554694,7
0.163266868529944,3
0.2622528794455487,2
0.2408118802708197,5
0.26572548085753106,3
0.09405245733415793,3
0.23668969189349828,1
0.2899535618948982,2
0.18673994695339324,5
0.1450639804055854,5
0.1945493691657789,3
0.13353153180917957,4
0.00733994635683819,7
0.06716808645647264,7
0.2897124424643546,2
0.10134864082220534,1
0.17314186026540218,4
0.07544068786625478,5
0.3194729381008661,2
0.1417429600821616,3
0.1937492325879228,1
0.18336643835155908,0
0.16944244411796175,6
0.013873658892596808,6
0.3007965324832974,1
0.08484638833613874,4
0.10629804044384765,6
0.27773237907284853,2
0.17870104061208275,7
0.11865261292990867,2
0.21144332202976487,3
0.17671134295291308,5
0.20885653119343364,4
0.15223926542113483,1
0.13501049202483797,4
0.2423671864430734,2
0.2566232437446554,2
0.18514414224070064,7
0.1996364981906835,3
0.13141704681864705,4
0.26639251349383963,2
0.03609081590323803,6
0.14941383239397657,4
0.08857817188373229,2
0.25598252764359514,2
0.017357216111574123,6
0.04571748348592872,4
0.009244043766406626,6
0.2103676333695638,2
0.12237483291547731,5
0.2580102573429634,1
0.1831853640990429,4
0.006512452870021138,7
0.20826998994180335,4
0.11514735310525785,7
0.20662016803208552,5
0.2638480607306681,2
0.07112807905398019,6
0.2020200142743029,1
0.10581357369033473,0
0.21976639865799147,5
0.12833364593115407,5
0.21206667997802345,3
0.2037740711220379,4
0.2955574915569287,2
0.08265434472640636,2
0.1956338714017747,7
0.1826739662412805,2
0.057484240082100804,0
0.17069106937366418,4
0.17771843497751752,0
0.24419959567209928,2
0.228173952179103,1
0.14041614748690742,6
0.20931491832858376,7
0.17432551004417024,4
-0.0188192999722,6
0.19334000206154067,6
0.04868503521447594,4
0.2326567878123053,1
0.29745840853388106,2
0.11116101072909641,7
-0.03060003135322962,5
0.03603042593815627,6
-0.01033516370518845,5
0.2905736276585989,4
0.015334593562310853,6
0.21981289844594706,4
0.13947075938640785,4
0.2076660758488321,1
0.23552547111963684,1
0.1545110131744644,5
0.04994136937928338,4
0.17181373979437362,2
0.2572426190828717,2
-0.019351374179337272,6
0.29076743199805816,4
0.16143561371117987,1
0.20528942868142822,7
0.08665106244303669,2
0.20305712554480515,5
-0.0023106457739734544,5
0.006288961781945599,6
0.13575645547364493,4
0.047689075142465565,7
0.24627339583741387,3
0.05071830241337606,6
0.16279336276674283,2
0.3143113084066964,1
0.22239182151671336,2
0.16649387703946394,6
0.08020726363291449,4
0.21758820866950573,3
0.2782791268309285,3
0.25362851122553814,2
0.04917203500053987,5
0.19600209993132164,4
0.21691049906572166,3
0.24959911458194825,1
0.16127070685693706,6
0.1237681064381543,3
0.2431592446447711,7
0.15136722358864785,0
0.11141924762477254,6
0.2127377225977277,2
0.0990203703892204,6
0.20783857033362707,5
0.2808446478406558,2
0.05125903189615494,4
0.15219399056252605,6
0.08376002545358742,4
0.24900886428787425,4
0.21660539438853316,5
0.16651834377002778,4
-0.00517921772258102,5
0.022149920136262984,6
0.07328405028096302,1
0.20707889116967543,4
0.23389831375031114,4
0.234320943855578,5
0.15813204893737348,6
0.2861532916916844,2
0.15500227824805107,4
0.12882878082182472,0
0.24495994957877731,2
0.05124316736794137,5
0.11143391020114349,4
0.27440461448421827,2
0.09753798835074795,5
0.14152052756137581,3
0.016670349976029075,5
0.23899670377934823,4
0.04771690931157935,4
0.1895540465781165,6
0.01734085878203081,6
0.2086736997412653,1
0.031158646075035372,2
0.11703175061031565,1
0.10345017594342498,2
0.10486601994885468,7
0.24300215993823426,2
0.08176044388276528,5
0.19621015903341846,2
0.08696813315030222,5
0.06410128312622566,1
0.09463374780234604,7
0.1926763248297561,3
0.029284758579182744,7
0.17584647053830163,6
0.15389408368872043,0
-0.005001081951456056,5
0.11230906218013063,5
0.08137521091250426,4
0.12047641058981552,4
0.13698716274265643,2
0.20983146644866638,3
0.05916705920195512,0
0.1276539640076027,7
0.18017343047034065,2
0.12166579622568954,4
0.0937400563141973,5
0.15042715614165778,3
0.09044888575197908,6
0.023940476232253954,5
0.22939738358549167,5
0.11733061364794863,3
0.22324084976030462,0
0.08931690956972277,6
0.26370282536103556,7
0.17790189318002705,6
0.17397805463897068,4
0.09476184424469741,4
0.14114562766172592,6
0.06677203545707536,5
-0.0023301284594020527,4
0.173074013696872,3
0.03548728032369509,5
0.25032726386475634,7
0.26211529664443256,6
0.17515384399683695,0
0.03390595300428136,3
0.16758502873015152,4
0.2606679899950745,3
0.2710613607229812,2
0.07472156847176914,4
0.2517563564507153,4
0.16260617249205236,3
0.2277770974875926,6
0.11520495906275394,3
0.2678633163501355,2
0.26417124072543746,2
0.042412181025358084,1
-0.03736041021592679,6
0.07632180724718374,2
0.10237777269534154,4
0.21537971481233334,3
0.16471571377483432,4
0.14087976717732123,4
0.009157462913220095,7
0.06719973868157492,6
0.24340915268272928,1
0.20249054037832234,5
0.2280066881532626,2
0.18410993832966044,4
0.23629073510335302,4
0.16848254777305174,1
0.235338645254819,2
0.0045048268977779015,6
0.19903180070576768,4
0.08425366440566043,4
0.1256627543568299,6
0.25080026713779885,1
0.0883797859935401,5
0.21804188081340758,5
0.22277367765706402,7
0.19599837530676342,2
0.11888273580882407,5
-0.015555135954794914,6
0.14370334227039802,1
0.2403784390399778,4
0.018231305219013134,4
0.18678942848514257,5
0.17124760339758072,2
0.021557252283233103,6
0.12072258345285532,4
0.18017382000813797,4
0.26718009327260933,1
0.0809895499610289,5
0.12913021740737088,4
0.02034972957789985,5
0.29354927276288856,2
0.1337643560897624,4
0.010848350372849687,5
0.0043005799833506645,4
0.18575466138655275,7
0.09423827579416581,1
0.04665921613904902,5
0.2182922181885823,5
0.10438344754446251,3
0.14509404571220685,1
0.11242703574272812,4
0.03765402003234827,3
0.031621180769315735,6
0.06029212824910003,1
0.1208192607201679,1
0.08827338510536818,5
0.0302259509784555,7
0.10280690298792933,4
0.14340056338150567,0
0.06447888616144079,7
0.14765017414751727,4
0.1946768778194949,2
0.03963813942483466,6
0.24919673268092818,3
0.08267420132811677,4
0.1326867214826201,4
0.23548616377786377,2
0.14478709459583308,4
0.14498482907352878,3
0.2587192718452217,4
0.03465025868723248,4
0.2424433830629821,2
0.22794075290351473,2
0.08134717772186843,2
0.2655190211125545,1
0.21708028828578071,4
0.07439912076233893,2
-0.024926199843525048,4
-0.052532426670528556,5
0.2724581518215388,1
0.08480255068919564,4
0.24801382568851696,2
0.27067520658171934,3
0.2254422496428886,4
0.24482261268182842,2
0.021445357107980186,7
0.2014528644089943,2
0.019586641593200206,0
0.14853425638942888,5
0.04549788754478298,5
0.12495397252348038,6
0.054244016993037485,5
0.1008230580218076,4
0.031201369999962206,7
0.1333063914211438,6
0.23240064942412367,2
0.2534998339666009,2
0.23265591785687906,5
0.2105999053241473,4
-0.003670315731441966,4
0.232881503932662,0
0.15631588639045021,4
-0.0186011753160027,5
0.060237308806628705,2
0.2747885761581203,2
0.21683761616496308,4
0.04574242836412795,0
0.10433919082109988,5
0.1398428040569107,2
0.19522762604123356,3
0.22655714927334483,4
0.1551669820117654,3
0.2374079826364095,2
0.01688618107700323,6
0.1385647357676767,0
0.25797518900411165,7
0.08348502787724846,5
0.15867855089180624,5
0.12262269721585928,1
0.18524644931911213,4
0.02197765887899556,4
0.24322007870061363,4
0.19365913080003017,2
0.21990662407119774,2
-0.0214851571430293,7
0.11331861458977999,5
0.09074084098028175,4
0.2243211631088198,7
0.23852376262540925,4
0.1551076626612553,4
0.08870450570169965,6
0.27916681418662237,1
0.04556463501415109,5
0.05440406001740378,2
0.17216611957707975,4
0.16870918900478088,0
0.2298640821373138,6
0.1778770646000498,4
0.2537689934167795,2
0.2522424354655482,1
-0.013822550882588746,6
0.10576958309024546,7
0.18269280210218344,4
0.2800945011788524,3
0.2476621273318321,2
0.11820764531060506,3
0.15981894188749476,4
0.08137166829509115,4
0.14494079370796029,1
0.13569793293436197,6
0.09999598151276265,3
0.06683941021171004,1
0.16093247163126964,5
0.22034202339496137,0
0.1343915834074381,6
0.1146978903502476,2
0.18277415424527774,4
0.13525596095539674,4
0.1938747340586778,3
0.1308240374591584,4
0.2265838822414873,5
0.11223696631130468,2
0.14151911863711625,4
0.25743032507442987,6
0.12449268251234628,5
0.06030900009649507,4
0.15419515188699717,3
0.060146160232181216,7
0.29336236864437504,2
0.21853005528509695,5
0.22276653119057724,4
-0.024816194567436046,7
0.19764031081745526,2
-0.04259808867844209,5
0.14955429642910553,7
0.16251530401856917,3
0.16375703947426046,3
0.023281592254272426,6
0.0884371097374245,5
0.25268612384755096,3
0.2102510755214209,3
0.05449962341038364,6
0.2261200561247917,4
0.1445858275916579,6
0.1184088071494909,3
0.022618731688903618,6
0.17966679678055048,4
0.22950595082185987,1
0.25625908490472515,2
0.0306013248763843,3
0.3343127118605656,2
0.21687378362048057,4
0.20922910590638913,5
0.19864222314491814,2
0.15443070863400374,2
0.07827549996866576,1
0.04160501945570147,2
0.2466305800113192,6
0.20520245144930363,4
0.2367636467065639,2
0.19593198451751193,1
0.20533734743030896,4
0.25961136159787096,6
0.22967231181027675,1
0.0849966630146072,4
0.23411949348658065,2
0.14010768640818627,2
0.10365059247787235,1
0.04908413692656593,7
0.13253900261905635,3
0.25091917383459883,4
0.23793212957178636,6
0.025010585061616842,5
0.1785047667735034,5
0.22039785160635098,7
0.2657090051842292,2
0.04131836537374838,2
0.05205933247750134,1
0.1611103554585695,4
0.14809384096059539,4
0.10900603947532621,4
0.1257904873528351,4
0.13916891753271252,4
0.02181581230215462,7
0.2589924865142117,2
0.010806007863242994,6
0.1322151598515619,2
0.2164007743277208,5
0.05554191560796981,4
0.056140096111817896,0
0.03620948605680884,4
0.0784430115712301,3
0.06380154210004828,6
0.051406678421863014,6
0.10580095259740774,6
0.2193518057374281,5
0.1663011057724887,4
0.10870559396872548,4
0.2722451882189198,4
0.13757056650404462,4
0.07203987619269492,5
0.14417534232629656,6
0.1758924237226346,5
0.0299913430045151,5
0.14329118399120458,7
0.14657129984677397,4
0.08487015072134775,7
0.2655050497353634,2
0.04522633787357017,5
0.06329848144792334,3
0.0760623390615106,5
0.08139769182978307,6
0.14970986820988114,4
0.0049081564778744435,5
0.2530263305121108,2
0.0374512451221308,1
0.049619151968298886,7
0.17365767801053708,4
0.17523120050084237,2
0.023802528953746734,7
0.23685121498483871,4
0.14178746770001183,1
0.24768584177594938,2
0.06147674513881965,6
0.25144856676638117,1
0.28932449031634455,1
0.0028626243138934284,6
0.10849884623425368,4
0.14134975486160373,7
0.2158752958045143,1
0.09884780336321533,6
0.28663028305757643,4
0.07379270046894575,4
0.1539021843424537,4
0.10712825029586462,1
0.2351391084090422,4
0.19271681909803948,0
0.09962796535847077,4
0.07284685601367383,7
-0.011801125162457127,7
0.05914796749969269,7
0.26922814883738727,4
0.2820697455422227,4
0.05789742122496942,7
0.15423982074937084,1
0.24949692205279236,2
0.15214696240308098,0
0.07728636372072306,6
0.12182247574433391,4
-0.009278228191050831,5
0.09004092343991299,6
0.07620565705457852,1
0.19741447266533194,1
0.2420866449108979,2
0.2504721941211534,4
0.031111865629841726,3
0.03138529706841615,3
0.2468971122623901,4
0.25566063819296286,4
0.1266044145492052,4
0.15902530882242089,2
0.1656682185664933,7
0.14684630519780537,3
0.018105906665884748,6
0.08532930664853078,2
0.15186832451694626,4
0.2988067348649228,1
0.2679309031331012,3
0.05283390336721724,7
0.20057232586364193,4
0.13271034268114812,6
0.03088332617251165,4
0.03577343891285126,5
0.2455339012375316,2
0.04235014466209042,2
0.24689899086922332,2
0.08607731700088372,7
0.17104617693326077,5
0.20904834688342433,2
-1.3009627043614916e-06,6
0.2111926933956786,7
0.2152951326102262,1
0.12522724762804,0
0.16914295826170855,5
0.22757393689310015,5
0.18407639386112562,4
0.0943139927107052,0
0.07912570638307627,3
0.12847533077775633,5
0.0616910580417313,3
0.21082262268643728,1
-0.020915652651698036,7
0.07778284770967112,7
0.20330608100689676,6
0.23143203153744588,7
0.05800541700837398,6
0.1719435028079647,4
0.008527828256376171,7
0.1559057623519085,0
0.061480505591946635,1
0.06905337616623647,7
-0.01064404839825583,5
0.1348512065819106,1
0.07212965334640924,2
0.26054524318843797,7
0.02842386291781568,6
0.059642023660345614,4
0.09507753266129393,7
0.16971945846573988,2
0.22822151204482385,3
0.021509492712845277,3
0.10567133070677548,2
0.2601411674154234,2
0.25197256202943635,2
0.09428681930189611,4
0.19538531914527826,4
0.18803729910025926,6
0.10096776236612759,1
0.2510432864599122,3
0.1458390985063839,4
0.2066781922701039,4
0.02166043881057215,3
-0.05106337836788276,5
0.22257695022649004,0
0.23742469794941318,2
0.09404280860046396,6
0.16936360752206675,4
0.17985771948534238,0
0.21113155234612785,7
-0.0037540777884340145,7
0.09877893874879473,5
0.09208436192195604,0
0.17998746629650864,2
0.0597221026124163,6
0.04342935554348224,6
0.03491382793777303,4
0.1658389268231797,0
0.22058146473890936,7
0.14623449296684857,2
0.08037304860220407,5
0.17990422991008664,5
0.03016110789221807,4
0.09247101305752574,6
0.16009747494881754,2
0.23658178215719927,5
0.24588023300904138,4
0.11116144834926893,0
0.049870846348631856,3
0.22502750817781922,4
0.07463316322432713,4
0.0547807912292838,4
0.137242913203775,0
0.19868626838808415,6
0.060980837175559154,0
0.2172345603904424,4
0.14886830511362367,3
0.2535731210439364,6
0.26865702842487477,1
0.19231296990853622,3
0.01646612366251046,0
0.05076692750407197,4
0.11673035519492092,2
0.20747723897570586,5
0.13768878950582647,2
0.2583466973413937,7
0.21004142102752701,1
0.20489119689481655,4
0.15563723058338463,2
0.21641125642259024,4
0.23116271757356086,6
0.1767362751735469,5
0.2788158357399876,6
0.0933704679288447,4
0.20906073539712244,3
0.22612941895862712,6
0.06719263006105386,7
0.2433181922916516,2
0.2480374609601477,1
0.11255569872261098,3
0.21153527872598524,0
0.25272153955010307,2
0.14037465159847493,3
0.24008963314527818,5
0.12761622143162737,0
0.02292409426981742,6
0.07164435337965161,4
0.2547875257138231,2
-0.007581972597941323,5
0.2617772317184983,5
0.18120705449603922,3
0.14131772478606788,0
0.04723548838048118,6
0.059287107026355874,7
0.11159714620689166,6
0.1849686084968056,4
0.14748841483097253,7
0.1493533686871099,1
0.11997089638267336,5
0.20156412920117706,1
0.05519955335598512,5
0.2208381416131263,4
0.1328127322812256,4
0.22518181993453035,1
0.10079623878465545,3
0.20039920428343572,6
0.17142341798890862,2
0.11084571517377967,4
0.14094315232954907,5
0.15674817285648318,2
0.09500811942736148,5
0.1890067700074655,7
0.2992865937984913,2
0.11944760736457123,5
0.1653208674394046,4
0.16620792848795438,4
0.2101182793046761,3
0.23804107194991236,4
0.0806052971411926,4
0.045718148971025906,6
0.18149310568953772,7
0.0351652377306372,2
0.20007588416692534,5
0.11698297119463759,2
-0.009179916893073396,3
0.19084306194581216,7
0.1162922410599183,4
0.07878274851617373,4
0.2340319129319027,2
0.18471511369900545,5
0.004683590459373496,1
0.08612877926379849,0
0.2146423723939197,5
0.01920157898709297,1
0.1434242087805194,6
0.07783892868872684,4
0.10520139086439856,4
0.08137550465210674,4
0.18263242931214382,1
0.05891711816393584,6
0.08197765547152638,0
0.06353838486959949,3
0.16827579626836686,1
0.1549746992972007,2
0.17992388460213965,4
0.2374555881129617,1
0.10162593016107996,5
0.06801816811830795,4
0.1630081830775191,4
0.10865069583723373,4
0.11465191971659856,4
0.14199076590956602,5
0.15231616416300872,7
0.021847151795504845,5
-0.0155164429579551,7
0.22589164476436205,2
0.23839489605040548,3
0.10693374739019211,3
0.19805445316417977,3
0.10711145541232386,7
0.04775812845761353,3
0.20511237303574625,2
0.2465035279604295,5
0.2282008603271034,2
0.02607496312725392,1
0.234945477791871,2
0.08160749435090088,4
0.0729443769303851,7
0.2936307735752002,2
0.13008882899768595,6
0.16032099835216346,5
0.19681875872827237,4
0.057084638516725614,5
0.24336264291802864,3
0.09487403319855435,3
0.21616711007475295,0
0.2803280860722901,2
0.04436978088115769,4
0.23129236979440926,1
0.12152107590118177,1
0.18332057979823924,7
0.24702810017767535,1
0.1915829099557831,0
0.06760200615235226,7
0.1809839752075824,2
0.0845541943875359,6
0.055357092616578236,5
0.12268634015107094,6
0.08144740189285458,6
0.21460398442896983,7
0.14441283257651147,4
0.21909015581134764,5
0.2405220261914785,5
0.12249692671312125,4
0.1125640858132142,1
0.1324330345027975,7
-0.00408650334580294,5
0.047453821315949614,6
0.0912551962560528,2
0.15576842911844205,6
0.2192159874119041,6
0.08073700930921954,6
0.2341456645727167,3
0.23519281674752962,3
0.14768238249212134,5
0.13473726066570416,6
0.19601441357152113,1
0.13901176909859178,5
0.11434994799131248,7
0.12711128090393842,1
0.03631870994024075,1
0.28295041480113675,1
0.09048373166542814,3
0.19674714608699465,1
0.12651421087635556,7
0.18944638119168195,4
0.23621349523531832,7
0.22651581554924127,2
0.2676943604206405,2
0.181330472437616,6
0.13013547814708237,2
0.1262359681994103,7
0.043839543440055855,3
0.16268408745272597,5
0.19973839867152005,2
0.07150849652019983,2
0.318302465220838,2
0.12542262323332148,4
0.1476950666214092,0
0.2080661303816184,6
0.13303508695721708,3
0.06076264357516639,7
0.18321668038921385,4
0.2062267737140811,1
0.09818111084888553,6
0.2173540105425431,2
0.050542235436079025,0
0.14808779374693165,3
0.23297034908319242,2
0.05741130541663283,3
0.16615238148585923,1
0.11281581449573203,2
0.23887072912920668,1
0.21610348837131152,6
0.13856884590860774,1
0.20189978320313628,5
0.06108995637977026,5
0.2624468682914436,2
0.22814838335216364,7
0.21401815681397238,1
0.10967880257664664,4
0.10533325417252141,6
0.1693770273782584,6
0.2822042253998055,2
0.20924446923682594,2
0.1120709990209491,2
0.2667013866600087,6
0.07851715272238007,2
0.07590372851357192,4
